,UPEC_12
768.5863,0.2618658601597461
746.6023,0.2480623631784693
796.525,0.24044402608228
780.5508,0.23496412741546147
758.5668,0.22443934662292997
756.5519,0.22417474166089502
806.5646,0.21929837588543788
737.4527,0.21906614769729305
744.5874,0.2160046068997441
534.292,0.2154879146638291
766.5714,0.21488603186173438
798.54,0.2148145489593335
518.3227,0.21206090992608917
721.47845,0.21169317467140636
772.5211,0.21109815729123627
824.5538,0.21085112862464261
786.60046,0.20926802657199906
318.10678,0.20917510532400885
782.5657,0.20873840525874465
732.553,0.20828304536623232
808.57947,0.20818167303365076
496.33868,0.20732472669453372
723.49335,0.2046805762235
739.46765,0.20460745000250014
709.514,0.2025571121847871
720.5885,0.20110552360292477
551.50116,0.200798201018473
770.5062,0.20025348872110504
562.3257,0.19970948862100268
603.5338,0.19946890653562344
754.5369,0.1994524615933898
575.5001,0.19839137908154325
820.5239,0.19720780249326186
577.52,0.19621702383069972
760.58167,0.19382375872087587
749.5072,0.19332385938186536
599.504,0.19147620854369707
741.5275,0.1907364864100357
734.5679,0.19029643344497116
747.49225,0.18922505810057733
804.5497,0.18905163775136968
761.45166,0.18814018839814495
765.48145,0.18655620063882639
745.47736,0.1860175654898779
848.5577,0.1858639639498545
627.5327,0.18579218488174454
369.34946,0.18575641273718702
788.6154,0.18567330007092353
826.56866,0.18553218763065493
810.5994,0.18462597260309654
846.5378,0.18440581872973238
703.5743,0.18433211938411487
682.4552,0.18412770624697827
725.5533,0.18377416106652644
832.5834,0.18333114356746327
744.49243,0.18319595315160875
796.63007,0.182553826853194
711.4339,0.18040448339337056
605.5487,0.18004756997255833
806.5096,0.17926871339144324
313.272,0.17922652103234293
718.5736,0.17914329188751954
524.36743,0.1790994381916714
707.4991,0.17903488902136355
601.5189,0.17820986048022402
367.33456,0.17730590057463447
478.3295,0.17728153114779577
742.5675,0.17630178158813758
546.35144,0.17624861168608397
767.49634,0.17605268706160537
713.4488,0.17596844708111725
549.48627,0.174884392079816
563.54065,0.1747462760336358
830.5635,0.17420629471460847
763.46155,0.17371928379308899
393.29837,0.1734330311614447
385.34375,0.17300728000489973
844.5229,0.17289445770682033
697.47455,0.1728851552257148
341.30576,0.17282658330879752
814.5592,0.172411177831857
728.5181,0.1723179654253919
740.5526,0.17212793832522655
835.66327,0.1719191808242897
768.55133,0.17188179938619974
560.3108,0.17096378523201217
485.2992,0.1693395914813144
751.5221,0.16854867814096797
851.6375,0.1684668465718615
522.3575,0.168119761949851
818.59406,0.1670367565344919
409.26764,0.16692844072992985
459.2454,0.16397772127904175
339.29083,0.16391453951499668
785.45056,0.16355293650064973
325.06647,0.16354980028019572
787.46545,0.1634585771362611
441.2362,0.16300213517543072
801.4248,0.16280251706529913
430.37668,0.16256508055167151
746.5673,0.16197575637116624
813.68427,0.16172585347464685
683.5002,0.16129316794399717
816.5791,0.16097694596595646
789.48035,0.16071579793812485
731.498,0.16070416057157932
706.5391,0.16057093664311384
947.5032,0.16013392319919562
772.61615,0.15925858635274137
769.5613,0.15914110579920637
776.59094,0.1589852143321271
666.48096,0.15862394614085173
784.5256,0.15831809781630823
790.5553,0.15685537353523726
844.4629,0.1567347075324017
794.51013,0.15651087221170512
504.34332,0.15586892441294486
695.45966,0.15574964686957904
520.50757,0.1550818169050251
828.4936,0.15498022883122076
850.49756,0.15495733785121213
812.5193,0.15480870607133124
740.5226,0.15363538411364908
371.31937,0.1536225352124071
863.682,0.15357569782938874
963.4775,0.15338631291667026
337.2759,0.1532406159403863
792.56525,0.15322791798309898
856.5423,0.15294879134689077
812.5493,0.15256951516377437
625.5178,0.15247654637167185
852.5125,0.1522134148510278
419.2522,0.15192106664522598
469.32492,0.1514122651271388
735.4328,0.1513660715250693
796.585,0.15094669422282125
842.58795,0.15093224097167857
830.5285,0.1506136911856375
840.57306,0.15057369214086225
870.5367,0.15048360474378286
925.51917,0.15009665709293574
778.5359,0.149921384966903
475.21967,0.1498648889743498
537.5218,0.14981019341553958
465.2351,0.1494122443066973
794.5701,0.1489802554326668
766.5414,0.14830671390097838
727.5182,0.14690402500605404
724.5283,0.14584595544774348
523.4725,0.14553872285465452
849.6226,0.14498424223807238
774.601,0.14436203574267026
383.32883,0.14401589569957807
443.2511,0.14364030654144588
828.5536,0.14339171017149865
864.56696,0.14333139250001248
521.3975,0.1427294490260761
836.5432,0.14236027520565964
836.6132,0.14223669013869034
788.5504,0.1420581102894567
810.5394,0.14194618909204437
758.53674,0.14170347954067486
872.5566,0.14151167866507863
880.5462,0.14118351079435154
542.4916,0.14114147779476038
854.5274,0.14109255678677268
782.5057,0.14108427332173457
366.2896,0.1408252010819272
445.27103,0.14081816738422503
825.6237,0.14078612543211366
758.5118,0.1405680353830906
617.5132,0.14031196169204918
542.3216,0.14024970046807272
818.50903,0.13991293659006887
573.48517,0.13957549909556033
487.2791,0.13957264250537293
413.26248,0.13950857022806962
872.48157,0.13939453837104177
745.55237,0.13903745343127005
401.338,0.1381859509387977
834.5383,0.1379809260380419
774.57104,0.1373427391413251
735.53284,0.13731314240844938
858.5622,0.13724750903731242
852.5775,0.1368401855142427
838.5581,0.13664646341800846
856.5073,0.13637043458613407
350.29532,0.13595943110781827
804.4947,0.13575680581794702
868.5268,0.13554207394309736
751.4071,0.13534691184589798
769.47626,0.13495555655611968
481.20938,0.13491747245482077
611.53845,0.13442554360099324
833.6484,0.13409603977384077
597.4841,0.13401154343500887
730.538,0.13395250267554182
802.5898,0.13370794949196463
733.5179,0.13362101728115605
797.58997,0.13347016514472598
752.55707,0.1334482237543798
832.5234,0.13320126515157238
361.27484,0.13306919477225165
889.7008,0.13305022994376314
888.45087,0.132753098199611
519.3826,0.13263458756377
633.4874,0.1324501674668931
778.4759,0.1319253631702284
415.28238,0.1302801607221843
343.04565,0.1301652202521153
463.22018,0.13001713864359177
421.2721,0.12974479578974496
756.4919,0.12954717613510625
623.5029,0.12910668025275918
845.6728,0.12899441366665743
719.45856,0.1281977010179477
365.31964,0.12813123555272576
409.16266,0.1281052409998208
550.35626,0.12807653260283314
342.0407,0.12772962631725238
526.32733,0.12767141129739734
750.5421,0.12744764311357937
630.6176,0.12739331151079025
818.564,0.12731627388955236
874.5715,0.12720722590061306
854.5624,0.1270191671606855
884.50604,0.12669192592249368
415.22238,0.12633326249077026
885.666,0.12601929868531736
882.56116,0.12594063279518064
500.3135,0.12587900718866107
311.26712,0.12583855459403825
503.2534,0.12530648459091698
753.587,0.12508289730897804
447.28592,0.12489362138377447
643.527,0.12410475595153492
364.3097,0.12407323098836043
381.31393,0.1240540605076611
856.58234,0.12360431021270679
615.4933,0.12358219091971012
800.61487,0.12304390716236135
878.5263,0.12303487403846436
811.66437,0.12271377432288566
538.3968,0.12250002135205817
866.58185,0.12192859353123442
399.3231,0.12184079130498593
502.4984,0.12172430278410828
793.5002,0.12164369270979514
307.0523,0.12160200672847432
382.31888,0.12158387986034502
820.60394,0.1215528078868735
506.35825,0.12105280972241927
342.01572,0.12074601856777589
435.10648,0.12067985263039904
776.55597,0.12064819881280764
323.27158,0.12044920960769201
591.4944,0.12038132077214514
485.2642,0.12034943334859272
931.52893,0.1202697657626407
393.09338,0.12008902741720684
513.25793,0.12003444791660633
912.5348,0.11995185921990703
897.4855,0.11973311726164593
909.5449,0.11955562579952472
437.2014,0.11953119837791337
397.3082,0.119222155174176
701.40936,0.11899734863977174
809.44946,0.11891901079627709
858.5922,0.11884168024691899
773.58606,0.1183505492863256
813.47925,0.11798508125096596
663.4511,0.11781586073887718
685.4351,0.11777389828543239
730.57306,0.11722380299761914
887.4459,0.11688396761449493
311.05212,0.11648174666818578
871.4716,0.11616697674159104
809.6494,0.11581411186771662
510.35806,0.11579834272544276
467.25,0.11578142826803783
363.29974,0.11577085131905085
817.5591,0.11458087531465022
662.44617,0.11453680362475382
860.5421,0.11425290296869595
652.60156,0.11407566903843536
855.4974,0.1140327955407493
876.5864,0.11384455063106569
495.26373,0.11380408902953043
324.27652,0.11336581614632091
535.3769,0.11329044597403626
816.43414,0.11309787662367321
718.5386,0.11303429251579622
661.5212,0.11289507523103004
380.30396,0.11280938258524642
619.5281,0.11268507601370858
645.54193,0.11261383384388379
604.60376,0.11255079279194924
849.4876,0.1124955167937336
415.31738,0.11222099238200278
482.32434,0.11198316882895254
537.39185,0.11192685919730794
874.4915,0.11156320145021148
710.48395,0.1114016575878799
861.66705,0.1112705443692924
650.4367,0.11104014517763194
325.28647,0.11099825000040209
702.5443,0.1108682317056956
753.482,0.11044880636839083
871.7066,0.11027886634895046
363.11975,0.11005480014776836
471.28482,0.10986794846658765
649.5167,0.10969379590511619
641.5121,0.10937537428536992
811.46436,0.10859390242951084
829.7235,0.10856973887684918
881.51117,0.10837633040090844
368.3045,0.10825606683081701
517.36273,0.1081275631113614
336.28098,0.10802986019556227
871.69165,0.10788521915416094
551.3262,0.10774927102082066
621.483,0.10757914443317318
897.72546,0.10733738016548489
607.4686,0.10731342907536412
814.4892,0.10725869100546614
469.28992,0.10669503741379271
725.4483,0.1061078826066546
635.5024,0.10551219804935896
883.77106,0.10529025657339397
858.5272,0.10519779076306768
538.5218,0.10501071773917481
694.5147,0.10496795751077559
529.3272,0.10478984790820745
358.00998,0.10468775602017455
896.48047,0.1045258583031029
855.73737,0.10452088186923991
548.31134,0.10420703555112854
515.34784,0.10406759327971549
891.7157,0.10396807307965572
314.10696,0.10376340674696871
913.4597,0.10363726541072471
350.11035,0.10325314822636023
862.55707,0.10302127683882578
485.1992,0.10292224829920604
628.60266,0.10256838292118187
458.13043,0.10252784918773783
584.3047,0.1023971216819245
875.50146,0.10229792734746135
838.6281,0.10215197879327886
804.6097,0.10211822702524764
857.75226,0.10204038982942132
457.28046,0.1017691712323271
346.08054,0.101686810110025
300.09262,0.10127778742463378
382.2089,0.10124336602858608
853.7224,0.1011643276912928
738.5127,0.10079898396978237
599.32404,0.10070373439560742
348.28043,0.10050581668322067
589.47943,0.10034273902726121
646.41187,0.1002587671340317
466.33005,0.10017472451113452
475.28964,0.09986091197982039
751.4621,0.09976107662986433
913.6997,0.09900656657391393
874.7315,0.09877546429472928
859.53217,0.09863825356919542
802.63477,0.09841206592749552
534.36694,0.09830965400987168
843.6579,0.09810306583342865
379.294,0.09790649072722735
626.33276,0.09764212797766003
362.2948,0.09758735642385519
433.33154,0.09744776916051412
563.5006,0.09743039541770826
860.6121,0.09716497546334446
647.4218,0.09691532986062956
473.26974,0.09687058437311769
764.5215,0.09672215077319912
941.48846,0.09646740146614974
903.53516,0.0964270467631313
701.50934,0.09605000934078112
612.6084,0.09604307493916875
665.381,0.09600173643017407
310.17715,0.09599647390397159
388.12363,0.09588939279220177
731.60297,0.09555421610145776
653.5466,0.0955309317833446
737.50775,0.09487468820913514
548.5413,0.09469739610389527
723.54333,0.09433141447479954
616.3582,0.09381923911201795
564.2906,0.0937322830595052
660.4212,0.09367579237267132
426.13687,0.09355614355534803
374.16925,0.09334341061769857
408.2977,0.09333256019379776
709.474,0.09320118662732402
614.3483,0.09318510086009124
531.3421,0.09294048768424346
547.4714,0.09293570878786328
310.30716,0.09239252598660141
775.461,0.09210110047346931
390.13852,0.09186777103162413
896.7155,0.09176009765059978
798.45996,0.09168440124970723
326.10645,0.09162794255150886
651.5316,0.09139155183526404
436.18643,0.09106609815458311
359.08994,0.09080586750896857
549.35626,0.0907494014575716
380.149,0.09070894288958364
655.56146,0.09053618318882917
519.26263,0.09044495751389481
729.4781,0.09041031806874911
676.4555,0.09035954398677826
406.1678,0.09035347869080113
839.4631,0.090324118624178
334.26105,0.08992063866510569
416.15234,0.08990623889891325
396.18326,0.08980288875908193
927.4691,0.0894811922696288
645.5019,0.0894332159717619
551.3712,0.0894233007141898
330.91122,0.08919002933434095
591.53436,0.08876962335027627
533.357,0.08847436369436046
648.6268,0.08843711781420593
537.4868,0.08818826345052921
413.30246,0.08818421035700164
376.12415,0.08805342071457489
615.3533,0.0880342636482132
620.39307,0.08802622176660901
361.20984,0.0878976044006059
420.21716,0.08752417799647283
302.10254,0.08712766137326056
912.68976,0.08687105549917651
347.13046,0.08679044209454012
479.23447,0.0866826688730492
370.17444,0.08635008765802443
352.12024,0.08600539757412029
504.28333,0.08600242386361967
781.6157,0.08535325987852005
374.10925,0.0853143615292562
622.368,0.0849732104974219
565.51556,0.08478464518940165
895.69055,0.08455727143377811
535.23694,0.08450890037562897
308.16226,0.08448821077735857
630.3776,0.08447350749487648
424.25696,0.08444230095312188
474.2847,0.08439357645211165
348.19043,0.08417967964600725
403.2029,0.08393472571353289
886.59595,0.08388055074635126
406.35278,0.08383597042314661
347.04547,0.08372949944238228
439.31628,0.08363399111432024
319.26175,0.08327976378703017
516.2478,0.08322966020635081
607.3887,0.08302762719405299
468.28497,0.08293959682814489
318.98676,0.08267063669317398
572.19025,0.08264811514335801
423.17203,0.08249520689583556
335.97098,0.0818419795417551
634.4074,0.08166600505778898
476.3596,0.0815914784502636
591.3594,0.08158760513004437
322.1416,0.08149946928795915
629.3726,0.081294043615049
404.1529,0.08128085717128941
320.1617,0.0808768212558727
418.16724,0.08085195124338407
497.27866,0.08053858303009709
367.14456,0.08035884580114072
881.75116,0.08031404226412286
827.7036,0.08021189669759488
551.2112,0.08019713065736989
358.16998,0.08012985554518881
593.5093,0.07956932928521476
859.76715,0.07954211799315403
616.1732,0.07932353146809168
363.16473,0.0792397776400976
318.13678,0.07908756884388857
424.36197,0.07908120479569336
560.5008,0.07894756320622154
617.1782,0.07892089730472174
431.31165,0.07856295672360147
879.73627,0.07823695855921309
397.2282,0.0780058655428797
627.4677,0.07789046942230626
598.31903,0.07770806314776446
394.16833,0.07763396200949657
345.00058,0.07743585370154837
589.5195,0.07739046143657502
911.6798,0.07715557429802267
384.0038,0.07699061635718718
384.18878,0.07627027226329863
408.1477,0.07601483019456934
631.3876,0.07575905349005962
346.26053,0.0753662464022391
513.33295,0.07530036893297187
480.10944,0.07529248646872866
392.15344,0.07526714982678928
491.09894,0.07523873202585996
387.24365,0.07519416792445144
735.4928,0.07502412946507231
686.585,0.0750156496299581
360.27988,0.07423860185643227
352.27524,0.07395634040343901
402.13797,0.07386604983373246
799.6699,0.07365090902248406
531.4071,0.07356307959401454
571.4703,0.07349963910538126
365.27966,0.07325537022728146
517.32776,0.07324841112748215
567.39044,0.07315516369003272
670.6108,0.07308154566908509
626.58777,0.07288786326444052
329.0263,0.07285280998609855
518.4927,0.07280978939066285
310.14215,0.0725415388732562
643.197,0.07240731185470961
372.18933,0.07214825193506369
398.23816,0.07193757889725416
590.3494,0.07169229985852366
712.67883,0.07162212398770584
319.9967,0.07096616290117042
545.4515,0.07085799386433889
823.6638,0.07084433648028765
385.10376,0.07074938401792585
400.12805,0.07069609855169123
351.2653,0.07065385962298398
801.6848,0.07061416179806157
618.14813,0.07036659566979186
615.15826,0.07031686069181997
383.08383,0.07017758279708664
382.28387,0.06986496254047159
378.28406,0.06980284213470866
583.3847,0.06969596076510087
414.13742,0.06957078634156799
365.02966,0.0690246296881617
833.75336,0.06886065954346454
591.16437,0.0686854086780917
645.4069,0.06823506310664551
619.1581,0.06806405659258963
675.44556,0.06804129693122773
387.01868,0.06795045876423067
613.5184,0.0679202763021951
541.36664,0.0678819535347539
607.43365,0.06762127387511763
372.09433,0.06709349042895008
620.19806,0.06655344456138457
767.21136,0.06655048076719661
346.8855,0.0664698679027863
576.57007,0.06627957889778657
461.0853,0.06624180975891925
314.93695,0.06621540628776801
570.5203,0.06554055444184725
602.1639,0.06527880698878508
340.0258,0.06521555063975504
587.4996,0.06421686368193513
303.01248,0.06392944316907356
633.1725,0.06344911811321907
398.10315,0.06290291297740425
371.0444,0.06264402418023374
535.4719,0.06258919318426759
605.3787,0.061814455919012024
350.25534,0.06121986457139028
576.47504,0.061169718022614394
615.1833,0.06098917213303934
631.19257,0.06062843088317227
429.32175,0.060148720278442425
668.6008,0.060058285625700925
612.4534,0.05941661305043211
387.32364,0.05881806302696646
603.1588,0.05877630001075007
606.1487,0.05872988334940543
546.5264,0.05862397642656314
465.3901,0.05812327406075002
503.0984,0.05782318876143322
496.0787,0.05745046135190335
521.4526,0.056787810546515716
567.4305,0.056557055496751385
619.39307,0.0560718185710426
646.6119,0.05556482166404508
630.1926,0.05502045607267647
569.4054,0.05474471377043788
351.96527,0.054250258424289655
402.99295,0.05407380071916679
357.07004,0.05356652557737618
740.7076,0.05331346822765126
632.16254,0.05287864883541682
561.0507,0.052588657022520136
364.2747,0.0516715399757014
518.0627,0.051564878805388736
614.17334,0.05098340822595593
602.58887,0.05057021758366065
597.4291,0.050134576154493904
902.7652,0.04943984351469821
644.5969,0.04921094701791906
769.22626,0.047763188794988864
725.1983,0.04733966107275167
472.38977,0.04715587582565728
590.1544,0.04351939022513729
519.0627,0.03582511934071264
427.38184,0.03497164407735531
